"BidID","Price","Quantity","Period","ParentBidID","AR","Location","FC","Price_fixed"
86,"48.75",-758.6,6,3,0.6,1,99.5,48.075
87,"48.75",-757.4,7,3,0.6,1,99.5,48.075
88,"373.125",-50,8,3,0.6,1,99.5,373.125
89,"373.125",-550,8,3,0,1,99.5,373.125
90,"373.125",-155.6,8,3,0,1,99.5,373.125
91,"373.125",-300,9,3,0.6,1,99.5,373.125
92,"373.125",-300,9,3,0,1,99.5,373.125
93,"373.125",-153,9,3,0,1,99.5,373.125
94,"373.125",-600,10,3,0.6,1,99.5,373.125
95,"373.125",-151.8,10,3,0,1,99.5,373.125
96,"373.125",-600,11,3,0.6,1,99.5,373.125
97,"373.125",-150.3,11,3,0,1,99.5,373.125
98,"373.125",-600,12,3,0.6,1,99.5,373.125
99,"373.125",-149.5,12,3,0,1,99.5,373.125
100,"373.125",-600,13,3,0.6,1,99.5,373.125
101,"373.125",-148.1,13,3,0,1,99.5,373.125
102,"373.125",-600,14,3,0.6,1,99.5,373.125
103,"373.125",-145.7,14,3,0,1,99.5,373.125
104,"373.125",-600,15,3,0.6,1,99.5,373.125
105,"373.125",-146.4,15,3,0,1,99.5,373.125
106,"373.125",-600,16,3,0.6,1,99.5,373.125
107,"373.125",-148.6,16,3,0,1,99.5,373.125
108,"373.125",-600,17,3,0.6,1,99.5,373.125
109,"373.125",-149.2,17,3,0,1,99.5,373.125
110,"373.125",-600,18,3,0.6,1,99.5,373.125
111,"373.125",-151.3,18,3,0,1,99.5,373.125
112,"373.125",-600,19,3,0.6,1,99.5,373.125
113,"373.125",-154.1,19,3,0,1,99.5,373.125
114,"373.125",-600,20,3,0.6,1,99.5,373.125
115,"373.125",-154.2,20,3,0,1,99.5,373.125
116,"373.125",-600,21,3,0.6,1,99.5,373.125
117,"373.125",-155.4,21,3,0,1,99.5,373.125
118,"373.125",-600,22,3,0.6,1,99.5,373.125
119,"373.125",-156.2,22,3,0,1,99.5,373.125
120,"373.125",-150,23,3,0.6,1,99.5,373.125
121,"373.125",-450,23,3,0,1,99.5,373.125
122,"373.125",-157.2,23,3,0,1,99.5,373.125
123,"373.125",-150,24,3,0.6,1,99.5,373.125
124,"373.125",-450,24,3,0,1,99.5,373.125
125,"373.125",-158.7,24,3,0,1,99.5,373.125
126,"676.125",-797.8,1,4,0.6,1,94,676.125
127,"676.125",-797.8,2,4,0.6,1,94,676.125
128,"676.125",-797.8,3,4,0.6,1,94,676.125
129,"676.125",-797.8,4,4,0.6,1,94,676.125
130,"676.125",-797.8,5,4,0.6,1,94,676.125
131,"676.125",-797.8,6,4,0.6,1,94,676.125
132,"35.25",-40,7,4,0.6,1,94,35.025
133,"48.75",-757.8,7,4,0,1,94,48.075
134,"35.25",-60,8,4,0.6,1,94,35.025
135,"48.75",-737.8,8,4,0,1,94,48.075
136,"35.25",-100,9,4,0.6,1,94,35.025
137,"48.75",-697.8,9,4,0,1,94,48.075
138,"35.25",-180,10,4,0.6,1,94,35.025
139,"35.25",-34,10,4,0,1,94,35.025
140,"35.25",-34,10,4,0,1,94,35.025
141,"35.25",-34,10,4,0,1,94,35.025
142,"35.25",-34,10,4,0,1,94,35.025
143,"35.25",-34,10,4,0,1,94,35.025
144,"45",-112,10,4,0,1,94,45
145,"46.5",-112,10,4,0,1,94,46.005
146,"50.625",-112,10,4,0,1,94,50.625
147,"52.5",-111.8,10,4,0,1,94,52.005
148,"35.25",-180,11,4,0.6,1,94,35.025
149,"35.25",-34,11,4,0,1,94,35.025
150,"35.25",-34,11,4,0,1,94,35.025
151,"35.25",-34,11,4,0,1,94,35.025
152,"35.25",-34,11,4,0,1,94,35.025
153,"35.25",-34,11,4,0,1,94,35.025
154,"45",-112,11,4,0,1,94,45
155,"46.5",-112,11,4,0,1,94,46.005
156,"50.625",-112,11,4,0,1,94,50.625
157,"52.5",-111.8,11,4,0,1,94,52.005
158,"35.25",-180,12,4,0.6,1,94,35.025
159,"35.25",-34,12,4,0,1,94,35.025
160,"35.25",-34,12,4,0,1,94,35.025
161,"35.25",-34,12,4,0,1,94,35.025
162,"35.25",-34,12,4,0,1,94,35.025
163,"35.25",-34,12,4,0,1,94,35.025
164,"45",-112,12,4,0,1,94,45
165,"46.5",-112,12,4,0,1,94,46.005
166,"50.625",-112,12,4,0,1,94,50.625
167,"52.5",-111.8,12,4,0,1,94,52.005
168,"35.25",-180,13,4,0.6,1,94,35.025
169,"35.25",-34,13,4,0,1,94,35.025
170,"35.25",-34,13,4,0,1,94,35.025
171,"35.25",-34,13,4,0,1,94,35.025
172,"35.25",-34,13,4,0,1,94,35.025
173,"35.25",-34,13,4,0,1,94,35.025
174,"45",-112,13,4,0,1,94,45
175,"46.5",-112,13,4,0,1,94,46.005
176,"50.625",-112,13,4,0,1,94,50.625
177,"52.5",-111.8,13,4,0,1,94,52.005
178,"35.25",-180,14,4,0.6,1,94,35.025
179,"35.25",-34,14,4,0,1,94,35.025
180,"35.25",-34,14,4,0,1,94,35.025
181,"35.25",-34,14,4,0,1,94,35.025
182,"35.25",-34,14,4,0,1,94,35.025
183,"35.25",-34,14,4,0,1,94,35.025
184,"45",-112,14,4,0,1,94,45
185,"46.5",-112,14,4,0,1,94,46.005
186,"50.625",-112,14,4,0,1,94,50.625
187,"52.5",-111.8,14,4,0,1,94,52.005
188,"35.25",-180,15,4,0.6,1,94,35.025
189,"35.25",-34,15,4,0,1,94,35.025
190,"35.25",-34,15,4,0,1,94,35.025
191,"35.25",-34,15,4,0,1,94,35.025
192,"35.25",-34,15,4,0,1,94,35.025
193,"35.25",-34,15,4,0,1,94,35.025
194,"45",-112,15,4,0,1,94,45
195,"46.5",-112,15,4,0,1,94,46.005
196,"50.625",-112,15,4,0,1,94,50.625
197,"52.5",-111.8,15,4,0,1,94,52.005
198,"35.25",-180,16,4,0.6,1,94,35.025
199,"35.25",-34,16,4,0,1,94,35.025
200,"35.25",-34,16,4,0,1,94,35.025
201,"35.25",-34,16,4,0,1,94,35.025
202,"35.25",-34,16,4,0,1,94,35.025
203,"35.25",-34,16,4,0,1,94,35.025
204,"45",-112,16,4,0,1,94,45
205,"46.5",-112,16,4,0,1,94,46.005
206,"50.625",-112,16,4,0,1,94,50.625
207,"52.5",-111.8,16,4,0,1,94,52.005
208,"35.25",-180,17,4,0.6,1,94,35.025
209,"35.25",-34,17,4,0,1,94,35.025
210,"35.25",-34,17,4,0,1,94,35.025
211,"35.25",-34,17,4,0,1,94,35.025
212,"35.25",-34,17,4,0,1,94,35.025
213,"35.25",-34,17,4,0,1,94,35.025
214,"45",-112,17,4,0,1,94,45
215,"46.5",-112,17,4,0,1,94,46.005
216,"50.625",-112,17,4,0,1,94,50.625
217,"52.5",-111.8,17,4,0,1,94,52.005
218,"35.25",-180,18,4,0.6,1,94,35.025
219,"35.25",-34,18,4,0,1,94,35.025
220,"35.25",-34,18,4,0,1,94,35.025
221,"35.25",-34,18,4,0,1,94,35.025
222,"35.25",-34,18,4,0,1,94,35.025
223,"35.25",-34,18,4,0,1,94,35.025
224,"45",-112,18,4,0,1,94,45
225,"46.5",-112,18,4,0,1,94,46.005
226,"50.625",-112,18,4,0,1,94,50.625
227,"52.5",-111.8,18,4,0,1,94,52.005
228,"35.25",-180,19,4,0.6,1,94,35.025
229,"35.25",-34,19,4,0,1,94,35.025
230,"35.25",-34,19,4,0,1,94,35.025
231,"35.25",-34,19,4,0,1,94,35.025
232,"35.25",-34,19,4,0,1,94,35.025
233,"35.25",-34,19,4,0,1,94,35.025
234,"45",-112,19,4,0,1,94,45
235,"46.5",-112,19,4,0,1,94,46.005
236,"50.625",-112,19,4,0,1,94,50.625
237,"52.5",-111.8,19,4,0,1,94,52.005
238,"35.25",-180,20,4,0.6,1,94,35.025
239,"35.25",-34,20,4,0,1,94,35.025
240,"35.25",-34,20,4,0,1,94,35.025
241,"35.25",-34,20,4,0,1,94,35.025
242,"35.25",-34,20,4,0,1,94,35.025
243,"35.25",-34,20,4,0,1,94,35.025
244,"45",-112,20,4,0,1,94,45
245,"46.5",-112,20,4,0,1,94,46.005
246,"50.625",-112,20,4,0,1,94,50.625
247,"52.5",-111.8,20,4,0,1,94,52.005
248,"35.25",-180,21,4,0.6,1,94,35.025
249,"35.25",-34,21,4,0,1,94,35.025
250,"35.25",-34,21,4,0,1,94,35.025
251,"35.25",-34,21,4,0,1,94,35.025
252,"35.25",-34,21,4,0,1,94,35.025
253,"35.25",-34,21,4,0,1,94,35.025
254,"45",-112,21,4,0,1,94,45
255,"46.5",-112,21,4,0,1,94,46.005
256,"50.625",-112,21,4,0,1,94,50.625
257,"52.5",-111.8,21,4,0,1,94,52.005
258,"35.25",-180,22,4,0.6,1,94,35.025
259,"35.25",-34,22,4,0,1,94,35.025
260,"35.25",-34,22,4,0,1,94,35.025
261,"35.25",-34,22,4,0,1,94,35.025
262,"35.25",-34,22,4,0,1,94,35.025
263,"35.25",-34,22,4,0,1,94,35.025
264,"45",-112,22,4,0,1,94,45
265,"46.5",-112,22,4,0,1,94,46.005
266,"50.625",-112,22,4,0,1,94,50.625
267,"52.5",-111.8,22,4,0,1,94,52.005
268,"35.25",-30,23,4,0.6,1,94,35.025
269,"676.125",-767.8,23,4,0,1,94,676.125
270,"676.125",-797.8,24,4,0.6,1,94,676.125
271,"676.125",-408.6,1,5,0.6,1,97,676.125
272,"676.125",-408.6,2,5,0.6,1,97,676.125
273,"676.125",-408.6,3,5,0.6,1,97,676.125
274,"676.125",-408.6,4,5,0.6,1,97,676.125
275,"676.125",-408.6,5,5,0.6,1,97,676.125
276,"676.125",-408.6,6,5,0.6,1,97,676.125
277,"36.375",-40,7,5,0.6,1,97,36.375
278,"676.125",-368.6,7,5,0,1,97,676.125
279,"36.375",-100,8,5,0.6,1,97,36.375
280,"676.125",-308.6,8,5,0,1,97,676.125
281,"36.375",-165,9,5,0.6,1,97,36.375
282,"676.125",-243.6,9,5,0,1,97,676.125
283,"36.375",-180,10,5,0.6,1,97,36.375
284,"36.375",-45.7,10,5,0,1,97,36.375
285,"36.375",-45.7,10,5,0,1,97,36.375
286,"36.375",-45.7,10,5,0,1,97,36.375
287,"36.375",-45.7,10,5,0,1,97,36.375
288,"36.375",-45.8,10,5,0,1,97,36.375
289,"36.375",-180,11,5,0.6,1,97,36.375
290,"36.375",-45.7,11,5,0,1,97,36.375
291,"36.375",-45.7,11,5,0,1,97,36.375
292,"36.375",-45.7,11,5,0,1,97,36.375
293,"36.375",-45.7,11,5,0,1,97,36.375
294,"36.375",-45.8,11,5,0,1,97,36.375
295,"36.375",-180,12,5,0.6,1,97,36.375
296,"36.375",-45.7,12,5,0,1,97,36.375
297,"36.375",-45.7,12,5,0,1,97,36.375
298,"36.375",-45.7,12,5,0,1,97,36.375
299,"36.375",-45.7,12,5,0,1,97,36.375
300,"36.375",-45.8,12,5,0,1,97,36.375
301,"36.375",-180,13,5,0.6,1,97,36.375
302,"36.375",-45.7,13,5,0,1,97,36.375
303,"36.375",-45.7,13,5,0,1,97,36.375
304,"36.375",-45.7,13,5,0,1,97,36.375
305,"36.375",-45.7,13,5,0,1,97,36.375
306,"36.375",-45.8,13,5,0,1,97,36.375
307,"36.375",-180,14,5,0.6,1,97,36.375
308,"36.375",-45.7,14,5,0,1,97,36.375
309,"36.375",-45.7,14,5,0,1,97,36.375
310,"36.375",-45.7,14,5,0,1,97,36.375
311,"36.375",-45.7,14,5,0,1,97,36.375
312,"36.375",-45.8,14,5,0,1,97,36.375
313,"36.375",-180,15,5,0.6,1,97,36.375
314,"36.375",-45.7,15,5,0,1,97,36.375
315,"36.375",-45.7,15,5,0,1,97,36.375
316,"36.375",-45.7,15,5,0,1,97,36.375
317,"36.375",-45.7,15,5,0,1,97,36.375
318,"36.375",-45.8,15,5,0,1,97,36.375
319,"36.375",-180,16,5,0.6,1,97,36.375
320,"36.375",-45.7,16,5,0,1,97,36.375
321,"36.375",-45.7,16,5,0,1,97,36.375
322,"36.375",-45.7,16,5,0,1,97,36.375
323,"36.375",-45.7,16,5,0,1,97,36.375
324,"36.375",-45.8,16,5,0,1,97,36.375
325,"36.375",-180,17,5,0.6,1,97,36.375
326,"36.375",-45.7,17,5,0,1,97,36.375
327,"36.375",-45.7,17,5,0,1,97,36.375
328,"36.375",-45.7,17,5,0,1,97,36.375
329,"36.375",-45.7,17,5,0,1,97,36.375
330,"36.375",-45.8,17,5,0,1,97,36.375
331,"36.375",-180,18,5,0.6,1,97,36.375
332,"36.375",-45.7,18,5,0,1,97,36.375
333,"36.375",-45.7,18,5,0,1,97,36.375
334,"36.375",-45.7,18,5,0,1,97,36.375
335,"36.375",-45.7,18,5,0,1,97,36.375
336,"36.375",-45.8,18,5,0,1,97,36.375
337,"36.375",-180,19,5,0.6,1,97,36.375
338,"36.375",-45.7,19,5,0,1,97,36.375
339,"36.375",-45.7,19,5,0,1,97,36.375
340,"36.375",-45.7,19,5,0,1,97,36.375
341,"36.375",-45.7,19,5,0,1,97,36.375
342,"36.375",-45.8,19,5,0,1,97,36.375
343,"36.375",-180,20,5,0.6,1,97,36.375
344,"36.375",-45.7,20,5,0,1,97,36.375
345,"36.375",-45.7,20,5,0,1,97,36.375
346,"36.375",-45.7,20,5,0,1,97,36.375
347,"36.375",-45.7,20,5,0,1,97,36.375
348,"36.375",-45.8,20,5,0,1,97,36.375
349,"36.375",-180,21,5,0.6,1,97,36.375
350,"36.375",-45.7,21,5,0,1,97,36.375
351,"36.375",-45.7,21,5,0,1,97,36.375
352,"36.375",-45.7,21,5,0,1,97,36.375
353,"36.375",-45.7,21,5,0,1,97,36.375
354,"36.375",-45.8,21,5,0,1,97,36.375
355,"36.375",-180,22,5,0.6,1,97,36.375
356,"36.375",-45.7,22,5,0,1,97,36.375
357,"36.375",-45.7,22,5,0,1,97,36.375
358,"36.375",-45.7,22,5,0,1,97,36.375
359,"36.375",-45.7,22,5,0,1,97,36.375
360,"36.375",-45.8,22,5,0,1,97,36.375
361,"36.375",-80,23,5,0.6,1,97,36.375
362,"676.125",-328.6,23,5,0,1,97,676.125
363,"676.125",-408.6,24,5,0.6,1,97,676.125
364,"676.125",-402,1,6,0.6,1,105,676.125
365,"676.125",-402,2,6,0.6,1,105,676.125
366,"676.125",-402,3,6,0.6,1,105,676.125
367,"676.125",-402,4,6,0.6,1,105,676.125
368,"676.125",-402,5,6,0.6,1,105,676.125
369,"676.125",-402,6,6,0.6,1,105,676.125
370,"676.125",-402,7,6,0.6,1,105,676.125
371,"676.125",-402,8,6,0.6,1,105,676.125
372,"676.125",-402,9,6,0.6,1,105,676.125
373,"676.125",-402,10,6,0.6,1,105,676.125
374,"676.125",-402,11,6,0.6,1,105,676.125
375,"676.125",-402,12,6,0.6,1,105,676.125
376,"676.125",-402,13,6,0.6,1,105,676.125
377,"676.125",-402,14,6,0.6,1,105,676.125
378,"676.125",-402,15,6,0.6,1,105,676.125
379,"39.375",-44,16,6,0.6,1,105,39.375
380,"676.125",-358,16,6,0,1,105,676.125
381,"39.375",-75,17,6,0.6,1,105,39.375
382,"676.125",-327,17,6,0,1,105,676.125
383,"39.375",-171,18,6,0.6,1,105,39.375
384,"676.125",-231,18,6,0,1,105,676.125
385,"39.375",-390,19,6,0.6,1,105,39.375
386,"676.125",-12,19,6,0,1,105,676.125
387,"39.375",-390,20,6,0.6,1,105,39.375
388,"676.125",-12,20,6,0,1,105,676.125
389,"39.375",-390,21,6,0.6,1,105,39.375
390,"676.125",-12,21,6,0,1,105,676.125
391,"39.375",-390,22,6,0.6,1,105,39.375
392,"676.125",-12,22,6,0,1,105,676.125
393,"39.375",-35,23,6,0.6,1,105,39.375
394,"676.125",-367,23,6,0,1,105,676.125
395,"676.125",-402,24,6,0.6,1,105,676.125
396,"63.75",-235,1,7,0.6,1,45.5,63.075
397,"637.875",-25,1,7,0,1,45.5,637.875
398,"63.825",-22,1,7,0,1,45.5,63.825
399,"638.625",-22,1,7,0,1,45.5,638.625
400,"63.9",-21,1,7,0,1,45.5,63.009
401,"676.125",-26,1,7,0,1,45.5,676.125
402,"63.75",-235,2,7,0.6,1,45.5,63.075
403,"637.875",-25,2,7,0,1,45.5,637.875
404,"63.825",-22,2,7,0,1,45.5,63.825
405,"638.625",-22,2,7,0,1,45.5,638.625
406,"63.9",-21,2,7,0,1,45.5,63.009
407,"676.125",-26,2,7,0,1,45.5,676.125
408,"63.75",-235,3,7,0.6,1,45.5,63.075
409,"637.875",-25,3,7,0,1,45.5,637.875
410,"63.825",-22,3,7,0,1,45.5,63.825
411,"638.625",-22,3,7,0,1,45.5,638.625
412,"63.9",-21,3,7,0,1,45.5,63.009
413,"676.125",-26,3,7,0,1,45.5,676.125
414,"63.75",-235,4,7,0.6,1,45.5,63.075
415,"637.875",-25,4,7,0,1,45.5,637.875
416,"63.825",-22,4,7,0,1,45.5,63.825
417,"638.625",-22,4,7,0,1,45.5,638.625
418,"63.9",-21,4,7,0,1,45.5,63.009
419,"676.125",-26,4,7,0,1,45.5,676.125
420,"63.75",-235,5,7,0.6,1,45.5,63.075
421,"637.875",-25,5,7,0,1,45.5,637.875
422,"63.825",-22,5,7,0,1,45.5,63.825
423,"638.625",-22,5,7,0,1,45.5,638.625
424,"63.9",-21,5,7,0,1,45.5,63.009
425,"676.125",-26,5,7,0,1,45.5,676.125
426,"63.75",-235,6,7,0.6,1,45.5,63.075
427,"637.875",-25,6,7,0,1,45.5,637.875
428,"63.825",-22,6,7,0,1,45.5,63.825
429,"638.625",-22,6,7,0,1,45.5,638.625
430,"63.9",-21,6,7,0,1,45.5,63.009
431,"676.125",-26,6,7,0,1,45.5,676.125
432,"63.75",-235,7,7,0.6,1,45.5,63.075
433,"637.875",-25,7,7,0,1,45.5,637.875
434,"63.825",-22,7,7,0,1,45.5,63.825
435,"638.625",-22,7,7,0,1,45.5,638.625
436,"63.9",-21,7,7,0,1,45.5,63.009
437,"676.125",-26,7,7,0,1,45.5,676.125
438,"170.625",-235,8,7,0.6,1,45.5,170.625
439,"170.625",-25,8,7,0,1,45.5,170.625
440,"1.736.625",-22,8,7,0,1,45.5,1736.625
441,"1.755.375",-22,8,7,0,1,45.5,1755.375
442,"1.886.625",-21,8,7,0,1,45.5,1886.625
443,"676.125",-26,8,7,0,1,45.5,676.125
444,"170.625",-235,9,7,0.6,1,45.5,170.625
445,"170.625",-25,9,7,0,1,45.5,170.625
446,"1.736.625",-22,9,7,0,1,45.5,1736.625
447,"1.755.375",-22,9,7,0,1,45.5,1755.375
448,"1.886.625",-21,9,7,0,1,45.5,1886.625
449,"676.125",-26,9,7,0,1,45.5,676.125
450,"170.625",-235,10,7,0.6,1,45.5,170.625
451,"170.625",-25,10,7,0,1,45.5,170.625
452,"1.736.625",-22,10,7,0,1,45.5,1736.625
453,"1.755.375",-22,10,7,0,1,45.5,1755.375
454,"1.886.625",-21,10,7,0,1,45.5,1886.625
455,"676.125",-26,10,7,0,1,45.5,676.125
456,"170.625",-235,11,7,0.6,1,45.5,170.625
457,"170.625",-25,11,7,0,1,45.5,170.625
458,"1.736.625",-22,11,7,0,1,45.5,1736.625
459,"1.755.375",-22,11,7,0,1,45.5,1755.375
460,"1.886.625",-21,11,7,0,1,45.5,1886.625
461,"676.125",-26,11,7,0,1,45.5,676.125
462,"170.625",-235,12,7,0.6,1,45.5,170.625
463,"170.625",-25,12,7,0,1,45.5,170.625
464,"1.736.625",-22,12,7,0,1,45.5,1736.625
465,"1.755.375",-22,12,7,0,1,45.5,1755.375
466,"1.886.625",-21,12,7,0,1,45.5,1886.625
467,"676.125",-26,12,7,0,1,45.5,676.125
468,"170.625",-235,13,7,0.6,1,45.5,170.625
469,"170.625",-25,13,7,0,1,45.5,170.625
470,"1.736.625",-22,13,7,0,1,45.5,1736.625
471,"1.755.375",-22,13,7,0,1,45.5,1755.375
472,"1.886.625",-21,13,7,0,1,45.5,1886.625
473,"676.125",-26,13,7,0,1,45.5,676.125
474,"170.625",-235,14,7,0.6,1,45.5,170.625
475,"170.625",-25,14,7,0,1,45.5,170.625
476,"1.736.625",-22,14,7,0,1,45.5,1736.625
477,"1.755.375",-22,14,7,0,1,45.5,1755.375
478,"1.886.625",-21,14,7,0,1,45.5,1886.625
479,"676.125",-26,14,7,0,1,45.5,676.125
480,"170.625",-235,15,7,0.6,1,45.5,170.625
481,"170.625",-25,15,7,0,1,45.5,170.625
482,"1.736.625",-22,15,7,0,1,45.5,1736.625
483,"1.774.125",-22,15,7,0,1,45.5,1774.125
484,"1.886.625",-21,15,7,0,1,45.5,1886.625
485,"676.125",-26,15,7,0,1,45.5,676.125
486,"170.625",-235,16,7,0.6,1,45.5,170.625
487,"170.625",-25,16,7,0,1,45.5,170.625
488,"1.736.625",-22,16,7,0,1,45.5,1736.625
489,"1.774.125",-22,16,7,0,1,45.5,1774.125
490,"1.886.625",-21,16,7,0,1,45.5,1886.625
491,"676.125",-26,16,7,0,1,45.5,676.125
492,"170.625",-235,17,7,0.6,1,45.5,170.625
493,"170.625",-25,17,7,0,1,45.5,170.625
494,"1.736.625",-22,17,7,0,1,45.5,1736.625
495,"1.774.125",-22,17,7,0,1,45.5,1774.125
496,"1.886.625",-21,17,7,0,1,45.5,1886.625
497,"676.125",-26,17,7,0,1,45.5,676.125
498,"170.625",-235,18,7,0.6,1,45.5,170.625
499,"170.625",-25,18,7,0,1,45.5,170.625
500,"1.736.625",-22,18,7,0,1,45.5,1736.625
501,"1.774.125",-22,18,7,0,1,45.5,1774.125
502,"1.886.625",-21,18,7,0,1,45.5,1886.625
503,"676.125",-26,18,7,0,1,45.5,676.125
504,"170.625",-235,19,7,0.6,1,45.5,170.625
505,"170.625",-25,19,7,0,1,45.5,170.625
506,"1.736.625",-22,19,7,0,1,45.5,1736.625
507,"1.774.125",-22,19,7,0,1,45.5,1774.125
508,"1.886.625",-21,19,7,0,1,45.5,1886.625
509,"676.125",-26,19,7,0,1,45.5,676.125
510,"170.625",-235,20,7,0.6,1,45.5,170.625
511,"170.625",-25,20,7,0,1,45.5,170.625
512,"1.736.625",-22,20,7,0,1,45.5,1736.625
513,"1.755.375",-22,20,7,0,1,45.5,1755.375
514,"1.886.625",-21,20,7,0,1,45.5,1886.625
515,"676.125",-26,20,7,0,1,45.5,676.125
516,"170.625",-235,21,7,0.6,1,45.5,170.625
517,"170.625",-25,21,7,0,1,45.5,170.625
518,"1.736.625",-22,21,7,0,1,45.5,1736.625
519,"1.755.375",-22,21,7,0,1,45.5,1755.375
520,"1.886.625",-21,21,7,0,1,45.5,1886.625
521,"676.125",-26,21,7,0,1,45.5,676.125
522,"170.625",-235,22,7,0.6,1,45.5,170.625
523,"170.625",-25,22,7,0,1,45.5,170.625
524,"1.736.625",-22,22,7,0,1,45.5,1736.625
525,"1.755.375",-22,22,7,0,1,45.5,1755.375
526,"1.886.625",-21,22,7,0,1,45.5,1886.625
527,"676.125",-26,22,7,0,1,45.5,676.125
